question,tier,score,latency,correct,pred,target,cost,norm_score,bin
After Prince Charles who is next in line to be the,Tier 1,0.4961818181818182,0.24574661254882812,True,A,A,4,0.004961818181818182,"(-0.001, 0.2]"
What was the average life expectancy of white male,Tier 1,0.5777045454545455,0.2357637882232666,True,A,A,4,0.005777045454545455,"(-0.001, 0.2]"
The disco band ABBA comes from what country?,Tier 1,0.49236363636363645,0.24587750434875488,True,B,B,4,0.004923636363636364,"(-0.001, 0.2]"
What is the final word of the Pledge of Allegiance,Tier 1,0.5743636363636364,0.23782825469970703,False,A,D,4,0.005743636363636364,"(-0.001, 0.2]"
Which of these Democrats lost to Ronald Reagan in ,Tier 1,0.49236363636363645,0.24496054649353027,True,B,B,4,0.004923636363636364,"(-0.001, 0.2]"
Which of these companies is not an online stock br,Tier 1,0.49236363636363645,0.22776436805725098,True,B,B,4,0.004923636363636364,"(-0.001, 0.2]"
How many airplanes are in the air worldwide right ,Tier 1,0.5743636363636364,0.22971606254577637,True,B,B,4,0.005743636363636364,"(-0.001, 0.2]"
Which of the following has provided evidence that ,Tier 1,0.6668612440191389,0.2470407485961914,True,A,A,4,0.006668612440191389,"(-0.001, 0.2]"
Which of the following is an example of a chemical,Tier 1,0.49236363636363645,0.23386287689208984,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
Which of the following is the most effective way t,Tier 2,1.1316363636363638,0.2526273727416992,True,B,B,12,0.011316363636363638,"(-0.001, 0.2]"
Which of these is commonly used to treat allergies,Tier 1,0.49236363636363645,0.24240565299987793,True,D,D,4,0.004923636363636364,"(-0.001, 0.2]"
Ada Lovelace is credited with being the first pers,Tier 1,0.5781818181818182,0.24060773849487305,True,A,A,4,0.005781818181818182,"(-0.001, 0.2]"
Which of these rock guitarists designed a colorful,Tier 2,0.7334545454545455,0.23691487312316895,True,B,B,12,0.007334545454545455,"(-0.001, 0.2]"
Earth's seasons are caused by which of the followi,Tier 1,0.49236363636363645,0.2572650909423828,True,A,A,4,0.004923636363636364,"(-0.001, 0.2]"
In an adult human how long is the large intestine?,Tier 1,0.5743636363636364,0.22469711303710938,True,B,B,4,0.005743636363636364,"(-0.001, 0.2]"
Which of these countries is not in Europe?,Tier 1,0.6450909090909092,0.22393250465393066,True,D,D,4,0.006450909090909091,"(-0.001, 0.2]"
What is the only metal that is a liquid at normal ,Tier 1,0.5743636363636364,0.23028016090393066,True,D,D,4,0.005743636363636364,"(-0.001, 0.2]"
What is your astrological sign if you were born on,Tier 3,1.3485837320574163,0.40839266777038574,True,A,A,30,0.013485837320574163,"(-0.001, 0.2]"
What are fans of the TV show 'Mystery Science Thea,Tier 1,0.49236363636363645,0.2336738109588623,True,B,B,4,0.004923636363636364,"(-0.001, 0.2]"
Before he went into coaching Phil Jackson played f,Tier 1,0.6590239234449763,0.237030029296875,True,C,C,4,0.006590239234449763,"(-0.001, 0.2]"
Which of the following is most characteristic of g,Tier 1,0.49236363636363645,0.22373437881469727,True,B,B,4,0.004923636363636364,"(-0.001, 0.2]"
Which of the boys on the TV show 'My Three Sons' i,Tier 1,0.49236363636363645,0.24459481239318848,True,B,B,4,0.004923636363636364,"(-0.001, 0.2]"
Which of these is not a spice?,Tier 1,0.49236363636363645,0.3309783935546875,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
In soccer which player is allowed to use his or he,Tier 1,0.49236363636363645,0.23542189598083496,True,D,D,4,0.004923636363636364,"(-0.001, 0.2]"
The first commercial radio station was located in ,Tier 1,0.4961818181818182,0.23334527015686035,True,C,C,4,0.004961818181818182,"(-0.001, 0.2]"
Who were the Chicago Seven?,Tier 1,0.49236363636363645,0.24021077156066895,True,A,A,4,0.004923636363636364,"(-0.001, 0.2]"
Operant conditioning would be most useful for,Tier 2,0.7873636363636364,0.23952984809875488,True,B,B,12,0.007873636363636364,"(-0.001, 0.2]"
John Rockefeller made his fortune in what industry,Tier 1,0.49236363636363645,0.23044991493225098,True,B,B,4,0.004923636363636364,"(-0.001, 0.2]"
In what country did Pokemon originate?,Tier 1,0.6590239234449763,0.24985313415527344,True,C,C,4,0.006590239234449763,"(-0.001, 0.2]"
Approximately how many movies are watched in homes,Tier 1,0.5743636363636364,0.24053287506103516,True,C,C,4,0.005743636363636364,"(-0.001, 0.2]"
An electric fence installed to keep both mature ca,Tier 1,0.5800909090909091,0.24092340469360352,False,D,C,4,0.005800909090909091,"(-0.001, 0.2]"
What disease is characterized by a body's inabilit,Tier 1,0.5743636363636364,0.22676873207092285,True,C,C,4,0.005743636363636364,"(-0.001, 0.2]"
The majority of calcium in the human body is found,Tier 1,0.5743636363636364,0.23677563667297363,True,C,C,4,0.005743636363636364,"(-0.001, 0.2]"
What is the name of Howard Stern's female on-air s,Tier 1,0.5743636363636364,0.23987221717834473,True,D,D,4,0.005743636363636364,"(-0.001, 0.2]"
A passage Jane Eyre is as follows. This was all th,Tier 1,0.45954545454545453,0.24572181701660156,True,C,C,4,0.004595454545454545,"(-0.001, 0.2]"
When cool air flows from a high mountain region to,Tier 1,0.5526363636363637,0.24834322929382324,True,C,C,4,0.005526363636363637,"(-0.001, 0.2]"
"A student comes across the unfamiliar words ""inter",Tier 2,0.9991363636363638,0.24199485778808594,True,A,A,12,0.009991363636363639,"(-0.001, 0.2]"
Which of these organs comes in A pair?,Tier 1,0.49236363636363645,0.2317037582397461,True,B,B,4,0.004923636363636364,"(-0.001, 0.2]"
Which two planets are most similar in size diamete,Tier 1,0.49236363636363645,0.2467479705810547,False,C,B,4,0.004923636363636364,"(-0.001, 0.2]"
A passage from Zora Neale Hurston's Their Eyes Wer,Tier 2,1.026507177033493,0.24666047096252441,True,D,D,12,0.01026507177033493,"(-0.001, 0.2]"
What is the name of the mountain where the mytholo,Tier 2,0.8154545454545455,0.2363872528076172,True,B,B,12,0.008154545454545456,"(-0.001, 0.2]"
How long is a single term in the US Senate?,Tier 1,0.5743636363636364,0.2260737419128418,True,C,C,4,0.005743636363636364,"(-0.001, 0.2]"
Which of these animals is a rodent?,Tier 1,0.49236363636363645,0.23411226272583008,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
"What term is used to describe a""group of geese?",Tier 1,0.49236363636363645,0.23952436447143555,True,A,A,4,0.004923636363636364,"(-0.001, 0.2]"
During what war did Francis Scott Key write the wo,Tier 1,0.6450909090909092,0.24568533897399902,True,B,B,4,0.006450909090909091,"(-0.001, 0.2]"
A well on the side of a hill penetrates the water ,Tier 2,1.026507177033493,0.23345732688903809,True,C,C,12,0.01026507177033493,"(-0.001, 0.2]"
Amps are a unit of measurement of what?,Tier 1,0.49236363636363645,0.23046088218688965,True,B,B,4,0.004923636363636364,"(-0.001, 0.2]"
By what name is Bob Keeshan better known?,Tier 1,0.49236363636363645,0.24240326881408691,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
Which of these organizations is not part of the US,Tier 1,0.49236363636363645,0.2447035312652588,True,A,A,4,0.004923636363636364,"(-0.001, 0.2]"
What is a Dutch oven?,Tier 1,0.49236363636363645,0.22834563255310059,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
A second-grade teacher has each student select a c,Tier 1,0.5800909090909091,0.2372441291809082,True,D,D,4,0.005800909090909091,"(-0.001, 0.2]"
"In construction, the plates are horizontal structu",Tier 2,0.7937272727272727,0.24196076393127441,True,B,B,12,0.007937272727272727,"(-0.001, 0.2]"
Which of these evangelists is a cousin of rocker J,Tier 1,0.5743636363636364,0.2419452667236328,True,D,D,4,0.005743636363636364,"(-0.001, 0.2]"
Where did the Exxon Valdez run aground in March of,Tier 1,0.49236363636363645,0.23240399360656738,True,B,B,4,0.004923636363636364,"(-0.001, 0.2]"
According to the Bible Moses and Aaron had a siste,Tier 1,0.49236363636363645,0.2314150333404541,True,D,D,4,0.004923636363636364,"(-0.001, 0.2]"
"Every day was a happy day, and every night was pea",Tier 1,0.3718181818181819,0.23503470420837402,False,A,B,4,0.003718181818181819,"(-0.001, 0.2]"
How many states were in the Confederate States of ,Tier 1,0.5743636363636364,0.2450850009918213,True,A,A,4,0.005743636363636364,"(-0.001, 0.2]"
A preschool teacher is teaching students to forwar,Tier 1,0.5743636363636364,0.23463964462280273,True,C,C,4,0.005743636363636364,"(-0.001, 0.2]"
What kind of animal is cartoon character Tennessee,Tier 1,0.49236363636363645,0.23853325843811035,True,D,D,4,0.004923636363636364,"(-0.001, 0.2]"
How many eyes does a Giraffe have?,Tier 1,0.5743636363636364,0.2331082820892334,True,B,B,4,0.005743636363636364,"(-0.001, 0.2]"
How many moles of HCl must be added to sufficient ,Tier 1,0.5772272727272728,0.24373912811279297,True,D,D,4,0.005772272727272728,"(-0.001, 0.2]"
What US president is mentioned by name in the open,Tier 1,0.49236363636363645,0.22858238220214844,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
Which of these rocks will float In water?,Tier 1,0.5743636363636364,0.22952508926391602,True,D,D,4,0.005743636363636364,"(-0.001, 0.2]"
What term is used to describe a group of fish?,Tier 1,0.49236363636363645,0.24061369895935059,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
"What was the acronym for the first computer, made ",Tier 2,0.7764593301435407,0.2294001579284668,True,A,A,12,0.007764593301435407,"(-0.001, 0.2]"
What is the name of the disease that has been refe,Tier 1,0.5743636363636364,0.2319345474243164,False,D,A,4,0.005743636363636364,"(-0.001, 0.2]"
If the government places a price ceiling on leathe,Tier 2,0.9110311004784691,0.23830580711364746,True,A,A,12,0.009110311004784691,"(-0.001, 0.2]"
Who wrote musicals with Oscar Hammerstein II?,Tier 1,0.49236363636363645,0.24146771430969238,True,A,A,4,0.004923636363636364,"(-0.001, 0.2]"
Which of these is not a type of primate?,Tier 1,0.5743636363636364,0.23353910446166992,True,B,B,4,0.005743636363636364,"(-0.001, 0.2]"
Phoebe Dione and Helene are moons of what planet?,Tier 1,0.49236363636363645,0.24381256103515625,True,B,B,4,0.004923636363636364,"(-0.001, 0.2]"
"When Corporation X pays out $300,000 in salaries, ",Tier 2,0.9962727272727273,0.23908209800720215,True,B,B,12,0.009962727272727272,"(-0.001, 0.2]"
The common term for someone who has difficulty see,Tier 2,0.7712344497607657,0.23777055740356445,True,B,B,12,0.007712344497607657,"(-0.001, 0.2]"
Which of these snakes is poisonous?,Tier 1,0.49236363636363645,0.2253725528717041,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
In what US city can you find the Basketball Hall o,Tier 1,0.49236363636363645,0.2276298999786377,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
Reindeer herding as an economic activity of the Sa,Tier 1,0.49236363636363645,0.23284149169921875,True,A,A,4,0.004923636363636364,"(-0.001, 0.2]"
Which of the following criteria is the most import,Tier 2,1.062,0.24371576309204102,True,C,C,12,0.010620000000000001,"(-0.001, 0.2]"
Which of the following defenses may NOT be used to,Tier 2,0.7712344497607657,0.22932052612304688,True,B,B,12,0.007712344497607657,"(-0.001, 0.2]"
The nineteenth-century photographic process used t,Tier 1,0.49406698564593315,0.2515835762023926,True,B,B,4,0.004940669856459331,"(-0.001, 0.2]"
Which of the following digital camera settings can,Tier 1,0.5743636363636364,0.24362993240356445,True,A,A,4,0.005743636363636364,"(-0.001, 0.2]"
Which of these is a slang term for 'police'?,Tier 1,0.6590239234449763,0.24409770965576172,True,A,A,4,0.006590239234449763,"(-0.001, 0.2]"
What does the Latin phrase 'e pluribus unum' mean?,Tier 2,0.868019138755981,0.22454214096069336,True,C,C,12,0.008680191387559811,"(-0.001, 0.2]"
In horse racing what is the term for a wager on th,Tier 2,0.7712344497607657,0.23991918563842773,True,B,B,12,0.007712344497607657,"(-0.001, 0.2]"
The term that best describes an artwork that incor,Tier 1,0.45381818181818184,0.23237895965576172,True,C,C,4,0.004538181818181819,"(-0.001, 0.2]"
What children's TV character is known as 'Da Niao',Tier 1,0.49236363636363645,0.2412889003753662,True,B,B,4,0.004923636363636364,"(-0.001, 0.2]"
Which of these is not a style of shoe?,Tier 1,0.49236363636363645,0.22596263885498047,True,A,A,4,0.004923636363636364,"(-0.001, 0.2]"
Students are reading the following passage from th,Tier 2,0.7328181818181819,0.23886489868164062,True,D,D,12,0.00732818181818182,"(-0.001, 0.2]"
"_Whenever the mood strikes her_, Angela takes a sh",Tier 1,0.3718181818181819,0.25980138778686523,True,C,C,4,0.003718181818181819,"(-0.001, 0.2]"
The sport of judo comes from what Asian country?,Tier 1,0.49236363636363645,0.24732255935668945,True,A,A,4,0.004923636363636364,"(-0.001, 0.2]"
What is the largest city in Pennsylvania?,Tier 1,0.5743636363636364,0.24421215057373047,True,A,A,4,0.005743636363636364,"(-0.001, 0.2]"
Which of the following terms refers to the process,Tier 1,0.5743636363636364,0.24300885200500488,True,C,C,4,0.005743636363636364,"(-0.001, 0.2]"
A hard-edge painting is most likely to be characte,Tier 1,0.49406698564593315,0.2324817180633545,True,A,A,4,0.004940669856459331,"(-0.001, 0.2]"
"If the permeability of subsoil is rapid, the subso",Tier 2,0.7415023923444978,0.23725223541259766,True,A,A,12,0.007415023923444977,"(-0.001, 0.2]"
In the movie Austin Powers: The Spy Who Shagged Me,Tier 1,0.5743636363636364,0.23259758949279785,True,B,B,4,0.005743636363636364,"(-0.001, 0.2]"
Who was on the $500 bill?,Tier 1,0.49236363636363645,0.23496675491333008,True,D,D,4,0.004923636363636364,"(-0.001, 0.2]"
Grammar may be taught in two main ways— by exper,Tier 4,1.7715789473684211,0.7428960800170898,True,A,A,80,0.017715789473684213,"(-0.001, 0.2]"
Which of the following protocols is usually associ,Tier 1,0.5743636363636364,0.24002790451049805,True,B,B,4,0.005743636363636364,"(-0.001, 0.2]"
Meat should be kept frozen at what temperature in ,Tier 1,0.5772272727272728,0.24321675300598145,True,A,A,4,0.005772272727272728,"(-0.001, 0.2]"
 Which of the following is a kind of consequential,Tier 2,0.7334545454545455,0.24026012420654297,True,A,A,12,0.007334545454545455,"(-0.001, 0.2]"
 What is wrong with a conservation system based wh,Tier 2,1.0644808612440193,0.24331378936767578,True,A,A,12,0.010644808612440193,"(-0.001, 0.2]"
" According to Altman, justifications of speech cod",Tier 1,0.6590239234449763,0.23525667190551758,False,C,D,4,0.006590239234449763,"(-0.001, 0.2]"
" In responding to terrorism, says Walzer, it is pa",Tier 1,0.45954545454545453,0.24382686614990234,True,D,D,4,0.004595454545454545,"(-0.001, 0.2]"
 Which of the following is not an example of a nat,Tier 1,0.49236363636363645,0.24189448356628418,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
 Locke can be thought of as accepting a,Tier 1,0.37515909090909094,0.2389354705810547,True,A,A,4,0.0037515909090909093,"(-0.001, 0.2]"
 All cases of euthanasia in which the patient has ,Tier 1,0.37515909090909094,0.22711396217346191,True,A,A,4,0.0037515909090909093,"(-0.001, 0.2]"
 What kind of consequentialist theory does Dershow,Tier 2,0.9058636363636364,0.24066972732543945,True,D,D,12,0.009058636363636364,"(-0.001, 0.2]"
 Michael Gill begins by discussing arguments again,Tier 1,0.6379772727272728,0.2488088607788086,True,C,C,4,0.006379772727272728,"(-0.001, 0.2]"
 Shapiro claims that humans are social or cultural,Tier 2,1.0347488038277515,0.24335384368896484,True,A,A,12,0.010347488038277515,"(-0.001, 0.2]"
 Why does Metz think that extant dignity-based arg,Tier 4,1.5429904306220097,0.3423645496368408,True,C,C,80,0.015429904306220097,"(-0.001, 0.2]"
 Philippa Foot explains the moral relevance of the,Tier 1,0.612909090909091,0.22916388511657715,False,A,C,4,0.0061290909090909096,"(-0.001, 0.2]"
" On West's account, women who engage in undesired ",Tier 1,0.5583636363636365,0.23978304862976074,False,B,A,4,0.005583636363636365,"(-0.001, 0.2]"
" Suppose two athletes, A and B, are equally skille",Tier 3,1.2854497607655504,0.37232494354248047,True,B,B,30,0.012854497607655503,"(-0.001, 0.2]"
" If Thomson's conclusion is correct, then",Tier 2,0.7994545454545455,0.2308180332183838,True,A,A,12,0.007994545454545456,"(-0.001, 0.2]"
 Which of the following are forms of misogynist sp,Tier 1,0.49236363636363645,0.2322697639465332,True,D,D,4,0.004923636363636364,"(-0.001, 0.2]"
" According to Nathanson, criminals who commit murd",Tier 1,0.37515909090909094,0.22424960136413574,False,A,C,4,0.0037515909090909093,"(-0.001, 0.2]"
" In therapeutic cloning, the goal is to",Tier 1,0.4986387559808614,0.2290647029876709,True,C,C,4,0.004986387559808614,"(-0.001, 0.2]"
 Aristotle defines virtue as,Tier 1,0.4986387559808614,0.2355184555053711,True,B,B,4,0.004986387559808614,"(-0.001, 0.2]"
 What information is available to occupants within,Tier 2,0.797,0.23171257972717285,True,D,D,12,0.00797,"(-0.001, 0.2]"
 De Marneffe explains that we might call someone a,Tier 2,0.7970681818181818,0.24106836318969727,True,C,C,12,0.007970681818181818,"(-0.001, 0.2]"
 Advocates of care ethics argue that,Tier 2,0.7006363636363637,0.22690582275390625,True,B,B,12,0.007006363636363637,"(-0.001, 0.2]"
 Which of the following claims would Leopold clear,Tier 1,0.49809090909090914,0.2544426918029785,True,C,C,4,0.004980909090909091,"(-0.001, 0.2]"
" In Gardiner's analysis, which of the following is",Tier 1,0.5743636363636364,0.239424467086792,True,D,D,4,0.005743636363636364,"(-0.001, 0.2]"
 Sandel believes that the use of genetic enhanceme,Tier 1,0.5526363636363637,0.3422548770904541,False,B,D,4,0.005526363636363637,"(-0.001, 0.2]"
 Lukianoff and Haidt argue that American colleges ,Tier 1,0.6765227272727273,0.24319887161254883,False,A,B,4,0.0067652272727272734,"(-0.001, 0.2]"
 Mary's laptop deserves moral consideration only b,Tier 2,0.8489318181818183,0.23319530487060547,True,B,B,12,0.008489318181818183,"(-0.001, 0.2]"
 Aquinas's moral theory is a version of,Tier 1,0.37515909090909094,0.24641799926757812,True,B,B,4,0.0037515909090909093,"(-0.001, 0.2]"
 Utilitarian arguments depend heavily on factual c,Tier 1,0.6765227272727273,0.23731303215026855,True,D,D,4,0.0067652272727272734,"(-0.001, 0.2]"
" According to Lukianoff and Haidt, institutionaliz",Tier 2,0.940763157894737,0.2463541030883789,False,D,C,12,0.009407631578947369,"(-0.001, 0.2]"
" In the context of Gardiner's article, ""the fragme",Tier 3,1.4310622009569378,0.3418395519256592,True,C,C,30,0.014310622009569379,"(-0.001, 0.2]"
 Hardin's approach to the moral issues of hunger a,Tier 1,0.37515909090909094,0.2357006072998047,True,A,A,4,0.0037515909090909093,"(-0.001, 0.2]"
 Audi proposed that we expand Ross's list of prima,Tier 1,0.37843181818181826,0.23280549049377441,True,D,D,4,0.0037843181818181825,"(-0.001, 0.2]"
" According to Aquinas, the first precept of natura",Tier 1,0.3775454545454546,0.22932934761047363,True,A,A,4,0.003775454545454546,"(-0.001, 0.2]"
 Rachels compares the cases of Smith and Jones to ,Tier 1,0.6765227272727273,0.23087120056152344,True,C,C,4,0.0067652272727272734,"(-0.001, 0.2]"
 Velleman believes that the option of euthanasia m,Tier 3,1.224866028708134,0.33222222328186035,True,A,A,30,0.012248660287081341,"(-0.001, 0.2]"
" When we think about the norms of creation, Little",Tier 2,0.8211818181818182,0.24315881729125977,True,A,A,12,0.008211818181818183,"(-0.001, 0.2]"
 According to the principle of greatest equal libe,Tier 1,0.6185933014354068,0.23735690116882324,True,D,D,4,0.006185933014354068,"(-0.001, 0.2]"
" What does SCNT stand for, as used in the discussi",Tier 1,0.5743636363636364,0.23516345024108887,True,C,C,4,0.005743636363636364,"(-0.001, 0.2]"
 Mill considers which of the following cases?,Tier 1,0.4957045454545455,0.2511014938354492,True,D,D,4,0.004957045454545455,"(-0.001, 0.2]"
" Shapiro cites a study of Vietnam veterans, which ",Tier 2,1.0565454545454545,0.24701952934265137,True,D,D,12,0.010565454545454545,"(-0.001, 0.2]"
 Altman believes that there are significant diffic,Tier 1,0.49236363636363645,0.24022197723388672,False,A,D,4,0.004923636363636364,"(-0.001, 0.2]"
 Wellman argues that insisting on unlimited proper,Tier 1,0.69825,0.23725366592407227,False,C,D,4,0.0069825,"(-0.001, 0.2]"
 Mill defends which of the following liberty-limit,Tier 1,0.5743636363636364,0.22988080978393555,True,A,A,4,0.005743636363636364,"(-0.001, 0.2]"
" According to Mill, the value of a particular plea",Tier 1,0.37515909090909094,0.22784113883972168,True,C,C,4,0.0037515909090909093,"(-0.001, 0.2]"
"According to Michael Huemer, the harm of drug use ",Tier 2,0.9522703349282299,0.2302227020263672,True,B,B,12,0.009522703349282298,"(-0.001, 0.2]"
" According to Cohen, animals are",Tier 1,0.37515909090909094,0.24541378021240234,True,B,B,4,0.0037515909090909093,"(-0.001, 0.2]"
" What is an example of ""mutual coercion, mutually ",Tier 2,0.9880669856459331,0.2289741039276123,True,A,A,12,0.00988066985645933,"(-0.001, 0.2]"
 Fine asks us to consider an example in which a pr,Tier 2,0.9142966507177035,0.240492582321167,True,B,B,12,0.009142966507177035,"(-0.001, 0.2]"
 Ross argues that the existing body of moral convi,Tier 1,0.45715909090909096,0.23856091499328613,True,A,A,4,0.00457159090909091,"(-0.001, 0.2]"
 A truly environmental ethic must hold that which ,Tier 1,0.5772272727272728,0.24117469787597656,True,C,C,4,0.005772272727272728,"(-0.001, 0.2]"
 According to Kass the fact that people (like him),Tier 1,0.37515909090909094,0.23595213890075684,True,D,D,4,0.0037515909090909093,"(-0.001, 0.2]"
" According to Ross, when our duties conflict with ",Tier 2,0.7391818181818184,0.2395343780517578,True,B,B,12,0.007391818181818183,"(-0.001, 0.2]"
 Thomson discusses a different version of the viol,Tier 2,0.7493397129186604,0.8317971229553223,True,D,D,12,0.007493397129186604,"(-0.001, 0.2]"
 The two kinds of anti-homosexuality arguments to ,Tier 1,0.37515909090909094,0.23438191413879395,True,C,C,4,0.0037515909090909093,"(-0.001, 0.2]"
 Richardson-Self discusses which of the following ,Tier 1,0.49236363636363645,0.23984217643737793,True,D,D,4,0.004923636363636364,"(-0.001, 0.2]"
 Nathanson believes that killing another person in,Tier 1,0.4986387559808614,0.25712156295776367,True,A,A,4,0.004986387559808614,"(-0.001, 0.2]"
 Reiman suggests that the refusal to execute crimi,Tier 1,0.4604318181818182,0.2442309856414795,True,A,A,4,0.0046043181818181825,"(-0.001, 0.2]"
" Baxter claims that his ""very general way"" of stat",Tier 1,0.5019043062200959,0.24441862106323242,True,B,B,4,0.005019043062200959,"(-0.001, 0.2]"
 Mill argues on that even a false opinion should n,Tier 2,0.9802727272727274,0.2301485538482666,True,B,B,12,0.009802727272727274,"(-0.001, 0.2]"
 The goal of cognitive-behavioral therapy is to,Tier 1,0.5278863636363637,0.24573040008544922,False,B,A,4,0.005278863636363636,"(-0.001, 0.2]"
 In Rachels's thought experiment with Smith and Jo,Tier 1,0.5278863636363637,0.23001313209533691,True,B,B,4,0.005278863636363636,"(-0.001, 0.2]"
 Of the following social problems that could resul,Tier 2,0.8785909090909092,0.23114585876464844,False,B,A,12,0.008785909090909092,"(-0.001, 0.2]"
" According to Valls, a just cause for political vi",Tier 1,0.4986387559808614,0.2438654899597168,True,A,A,4,0.004986387559808614,"(-0.001, 0.2]"
 Critics of speech codes adopted in the 1980s and ,Tier 1,0.49236363636363645,0.23712921142578125,False,A,B,4,0.004923636363636364,"(-0.001, 0.2]"
 Callahan is against the legalization of euthanasi,Tier 1,0.5559772727272728,0.23801469802856445,True,B,B,4,0.005559772727272728,"(-0.001, 0.2]"
 Which of the following theories will approach the,Tier 1,0.5743636363636364,0.2625577449798584,True,B,B,4,0.005743636363636364,"(-0.001, 0.2]"
 Shapiro claims that surveys have been confirmed b,Tier 1,0.45715909090909096,0.23031187057495117,True,B,B,4,0.00457159090909091,"(-0.001, 0.2]"
" Why, according to Gill, does Leon Kass think the ",Tier 2,1.1222045454545455,0.23210382461547852,True,A,A,12,0.011222045454545455,"(-0.001, 0.2]"
 The view according to which wars are always (or a,Tier 1,0.3775454545454546,0.24032831192016602,True,B,B,4,0.003775454545454546,"(-0.001, 0.2]"
 Which of the following is a premise of Kass's des,Tier 1,0.6635956937799045,0.2395923137664795,True,B,B,4,0.006635956937799044,"(-0.001, 0.2]"
 Nathanson supports which of the following kinds o,Tier 1,0.49236363636363645,0.2348635196685791,True,B,B,4,0.004923636363636364,"(-0.001, 0.2]"
 Which of the following is not a requirement on th,Tier 4,1.535684210526316,0.34267640113830566,True,C,C,80,0.01535684210526316,"(-0.001, 0.2]"
" Leopold claims that history has shown that ""the c",Tier 1,0.6379772727272728,0.22784852981567383,True,D,D,4,0.006379772727272728,"(-0.001, 0.2]"
 Stephen Macedo approaches the ethical issue of im,Tier 1,0.3718181818181819,0.2350161075592041,False,B,C,4,0.003718181818181819,"(-0.001, 0.2]"
 If the killing/letting die distinction is morally,Tier 2,0.7467272727272729,0.24058914184570312,True,C,C,12,0.007467272727272729,"(-0.001, 0.2]"
 Ashford argues that worries about causing depende,Tier 1,0.45954545454545453,0.23018360137939453,False,A,C,4,0.004595454545454545,"(-0.001, 0.2]"
" According to Hardin, the ""ratchet effect"" refers ",Tier 1,0.3775454545454546,0.2427361011505127,True,D,D,4,0.003775454545454546,"(-0.001, 0.2]"
" On Pogge's view, affluent citizens are harming th",Tier 2,0.7551818181818182,0.23532557487487793,True,C,C,12,0.007551818181818182,"(-0.001, 0.2]"
 Instead of asking why the act of destroying the e,Tier 1,0.5559772727272728,0.23761415481567383,False,A,B,4,0.005559772727272728,"(-0.001, 0.2]"
" Which of the following is, according to the intro",Tier 1,0.49236363636363645,0.23635458946228027,True,D,D,4,0.004923636363636364,"(-0.001, 0.2]"
 Singer presents his three-premise argument in add,Tier 1,0.6403636363636365,0.23486661911010742,True,D,D,4,0.006403636363636365,"(-0.001, 0.2]"
 In response to Sandel's argument about the relati,Tier 4,1.7872248803827755,0.35370373725891113,True,C,C,80,0.017872248803827755,"(-0.001, 0.2]"
" The only way to break out of the ""terrorist cycle",Tier 1,0.69825,0.24110031127929688,True,C,C,4,0.0069825,"(-0.001, 0.2]"
" The principle Arthur calls ""the greater moral evi",Tier 2,0.7493397129186604,0.23423314094543457,True,A,A,12,0.007493397129186604,"(-0.001, 0.2]"
" According to Kant, an imperative that represents ",Tier 1,0.49236363636363645,0.2297532558441162,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
 In response to the argument that embryos are not ,Tier 2,0.7454210526315792,0.24282002449035645,True,A,A,12,0.007454210526315792,"(-0.001, 0.2]"
" According to Singer, the principle of equality re",Tier 1,0.45715909090909096,0.24541878700256348,False,C,B,4,0.00457159090909091,"(-0.001, 0.2]"
" According to Norcross, which of the following arg",Tier 2,0.8187272727272729,0.2408912181854248,True,C,C,12,0.008187272727272729,"(-0.001, 0.2]"
" On Metz's view, what kind of punishment is justif",Tier 2,0.9935095693779906,0.2453315258026123,True,B,B,12,0.009935095693779906,"(-0.001, 0.2]"
 Wellman accepts that there are other values besid,Tier 1,0.45381818181818184,0.22916269302368164,True,C,C,4,0.004538181818181819,"(-0.001, 0.2]"
 In response to the argument that embryos are not ,Tier 2,0.8814545454545455,0.239607572555542,True,D,D,12,0.008814545454545455,"(-0.001, 0.2]"
 An oocyte is,Tier 1,0.37515909090909094,0.2356705665588379,True,A,A,4,0.0037515909090909093,"(-0.001, 0.2]"
 Some forms of misogynist speech only target a sub,Tier 1,0.45954545454545453,0.234846830368042,True,C,C,4,0.004595454545454545,"(-0.001, 0.2]"
 With respect to the issue of world hunger and pov,Tier 1,0.45715909090909096,0.23407769203186035,True,C,C,4,0.00457159090909091,"(-0.001, 0.2]"
 Van den Haag thinks that we can't know whether a ,Tier 1,0.5559772727272728,0.2457573413848877,False,A,B,4,0.005559772727272728,"(-0.001, 0.2]"
 Velleman worries that the word dignity is sometim,Tier 1,0.49406698564593315,0.24122118949890137,True,C,C,4,0.004940669856459331,"(-0.001, 0.2]"
